==12716== NVPROF is profiling process 12716, command: .\runnable.exe
==12716== Profiling application: .\runnable.exe
==12716== Profiling result:
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","SrcMemType","DstMemType","Device","Context","Stream","Name","Correlation_ID"
ms,ms,,,,,,,,B,KB,KB,GB/s,,,,,,,
809.038300,0.017900,,,,,,,,,,,,,,,,,"cudaLaunchKernel",211
809.056900,0.017300,,,,,,,,,,,,,,,,,"cudaLaunchKernel",212
809.078500,0.018500,,,,,,,,,,,,,,,,,"cudaLaunchKernel",213
809.098000,0.017800,,,,,,,,,,,,,,,,,"cudaLaunchKernel",214
809.116700,0.017500,,,,,,,,,,,,,,,,,"cudaLaunchKernel",215
809.134900,0.017600,,,,,,,,,,,,,,,,,"cudaLaunchKernel",216
809.153100,0.020700,,,,,,,,,,,,,,,,,"cudaLaunchKernel",217
809.174800,0.019100,,,,,,,,,,,,,,,,,"cudaLaunchKernel",218
809.194700,0.020800,,,,,,,,,,,,,,,,,"cudaLaunchKernel",219
809.216300,0.019100,,,,,,,,,,,,,,,,,"cudaLaunchKernel",220
809.227034,0.036864,1,6,4,196,1,5,27,0,2.718750,,,,,"NVIDIA GeForce MX250 (0)","1","7","convolution_forNOutChannels_shared(float*, float*, float*, int, int, int, int, int, int, int, int, int, int, int)",210
809.236200,0.012200,,,,,,,,,,,,,,,,,"cudaLaunchKernel",221
809.249000,0.010600,,,,,,,,,,,,,,,,,"cudaLaunchKernel",222
809.260300,0.010900,,,,,,,,,,,,,,,,,"cudaLaunchKernel",223
809.266586,0.001280,1,1,2,14,14,5,9,0,0.000000,,,,,"NVIDIA GeForce MX250 (0)","1","7","matrix_dot_product(float*, float*, float*, int, int, int)",211
809.270138,0.001248,1,1,2,14,14,5,9,0,0.000000,,,,,"NVIDIA GeForce MX250 (0)","1","7","scalar_subtraction(float*, float*, int, int, int)",212
809.271800,0.010800,,,,,,,,,,,,,,,,,"cudaLaunchKernel",224
809.273786,0.001248,1,1,2,14,14,5,9,0,0.000000,,,,,"NVIDIA GeForce MX250 (0)","1","7","matrix_dot_product(float*, float*, float*, int, int, int)",213
809.277370,0.007103,1,1,4,14,14,5,32,0,0.000000,,,,,"NVIDIA GeForce MX250 (0)","1","7","inverse_avg_pooling_monolithic(float*, float*, float*, int, int, int, int, int, int, int)",214
809.283200,0.015500,,,,,,,,,,,,,,,,,"cudaLaunchKernel",225
809.286778,0.001439,1,1,6,28,28,1,9,0,0.000000,,,,,"NVIDIA GeForce MX250 (0)","1","7","matrix_dot_product(float*, float*, float*, int, int, int)",215
809.290489,0.001409,1,1,6,28,28,1,9,0,0.000000,,,,,"NVIDIA GeForce MX250 (0)","1","7","scalar_subtraction(float*, float*, int, int, int)",216
809.294361,0.001440,1,1,6,28,28,1,9,0,0.000000,,,,,"NVIDIA GeForce MX250 (0)","1","7","matrix_dot_product(float*, float*, float*, int, int, int)",217
809.298073,0.024896,1,1,6,1024,1,1,27,0,7.062500,,,,,"NVIDIA GeForce MX250 (0)","1","7","convolution_forNOutChannels_shared(float*, float*, float*, int, int, int, int, int, int, int, int, int, int, int)",218
809.299200,0.093000,,,,,,,,,,,,,,,,,"cudaLaunchKernel",226
809.325081,0.001376,1,1,1,150,1,1,8,0,0.000000,,,,,"NVIDIA GeForce MX250 (0)","1","7","matrix_scalar_product(float*, float, int)",219
809.329049,0.001536,1,1,1,150,1,1,8,0,0.000000,,,,,"NVIDIA GeForce MX250 (0)","1","7","subtraction(float*, float*, float*, int)",220
809.342105,0.001216,3,1,1,1024,1,1,8,0,0.000000,,,,,"NVIDIA GeForce MX250 (0)","1","7","matrix_scalar_product(float*, float, int)",221
809.347737,0.001279,3,1,1,1024,1,1,8,0,0.000000,,,,,"NVIDIA GeForce MX250 (0)","1","7","subtraction(float*, float*, float*, int)",222
809.363321,0.010079,47,1,1,1024,1,1,8,0,0.000000,,,,,"NVIDIA GeForce MX250 (0)","1","7","matrix_scalar_product(float*, float, int)",223
809.376248,0.011456,47,1,1,1024,1,1,8,0,0.000000,,,,,"NVIDIA GeForce MX250 (0)","1","7","subtraction(float*, float*, float*, int)",224
809.389976,0.003008,10,1,1,1024,1,1,8,0,0.000000,,,,,"NVIDIA GeForce MX250 (0)","1","7","matrix_scalar_product(float*, float, int)",225
809.393000,0.034600,,,,,,,,,,,,,,,,,"cudaLaunchKernel",227
809.395576,0.003840,10,1,1,1024,1,1,8,0,0.000000,,,,,"NVIDIA GeForce MX250 (0)","1","7","subtraction(float*, float*, float*, int)",226
809.425400,0.001504,1,1,1,840,1,1,8,0,0.000000,,,,,"NVIDIA GeForce MX250 (0)","1","7","matrix_scalar_product(float*, float, int)",227
809.428300,0.024600,,,,,,,,,,,,,,,,,"cudaLaunchKernel",228
809.450999,0.001536,1,1,1,840,1,1,8,0,0.000000,,,,,"NVIDIA GeForce MX250 (0)","1","7","subtraction(float*, float*, float*, int)",228
810.241100,0.066000,,,,,,,,,,,,,,,,,"cudaMemcpy",229
810.283403,0.001152,,,,,,,,,,0.585938,0.485064,"Device","Pageable","NVIDIA GeForce MX250 (0)","1","7","[CUDA memcpy DtoH]",229
810.420700,0.040000,,,,,,,,,,,,,,,,,"cudaMemcpy",230
810.450473,0.002720,,,,,,,,,,9.375000,3.287021,"Device","Pageable","NVIDIA GeForce MX250 (0)","1","7","[CUDA memcpy DtoH]",230
812.438600,0.253200,,,,,,,,,,,,,,,,,"cudaMemcpy",231
812.489099,0.057727,,,,,,,,,,187.500000,3.097579,"Device","Pageable","NVIDIA GeForce MX250 (0)","1","7","[CUDA memcpy DtoH]",231
844.662700,0.164200,,,,,,,,,,,,,,,,,"cudaMemcpy",232
844.795413,0.011999,,,,,,,,,,39.375000,3.129505,"Device","Pageable","NVIDIA GeForce MX250 (0)","1","7","[CUDA memcpy DtoH]",232
851.756700,0.145400,,,,,,,,,,,,,,,,,"cudaMemcpy",233
851.888846,0.001184,,,,,,,,,,3.281250,2.642942,"Device","Pageable","NVIDIA GeForce MX250 (0)","1","7","[CUDA memcpy DtoH]",233
879.819000,0.023000,,,,,,,,,,,,,,,,,"cudaFree",234
879.842200,0.006000,,,,,,,,,,,,,,,,,"cudaFree",235
879.848400,0.003200,,,,,,,,,,,,,,,,,"cudaFree",236
879.851700,0.003900,,,,,,,,,,,,,,,,,"cudaFree",237
879.855700,0.004200,,,,,,,,,,,,,,,,,"cudaFree",238
879.860000,0.002700,,,,,,,,,,,,,,,,,"cudaFree",239
879.862900,0.004500,,,,,,,,,,,,,,,,,"cudaFree",240
879.867600,0.004300,,,,,,,,,,,,,,,,,"cudaFree",241
879.872100,0.003100,,,,,,,,,,,,,,,,,"cudaFree",242
879.875300,0.003600,,,,,,,,,,,,,,,,,"cudaFree",243
879.879100,0.003600,,,,,,,,,,,,,,,,,"cudaFree",244
879.882800,0.003500,,,,,,,,,,,,,,,,,"cudaFree",245
879.886500,0.003100,,,,,,,,,,,,,,,,,"cudaFree",246
879.889800,0.002900,,,,,,,,,,,,,,,,,"cudaFree",247
879.892800,0.003000,,,,,,,,,,,,,,,,,"cudaFree",248
879.896000,0.003100,,,,,,,,,,,,,,,,,"cudaFree",249
879.899300,0.003700,,,,,,,,,,,,,,,,,"cudaFree",250
879.903100,0.003500,,,,,,,,,,,,,,,,,"cudaFree",251
879.906800,0.003200,,,,,,,,,,,,,,,,,"cudaFree",252
879.910100,0.003200,,,,,,,,,,,,,,,,,"cudaFree",253
879.913400,0.002800,,,,,,,,,,,,,,,,,"cudaFree",254
879.916300,0.002500,,,,,,,,,,,,,,,,,"cudaFree",255
879.919000,0.002300,,,,,,,,,,,,,,,,,"cudaFree",256
879.921500,0.002700,,,,,,,,,,,,,,,,,"cudaFree",257
879.924300,0.002800,,,,,,,,,,,,,,,,,"cudaFree",258
879.927300,0.003200,,,,,,,,,,,,,,,,,"cudaFree",259
879.930600,0.002800,,,,,,,,,,,,,,,,,"cudaFree",260
879.933600,0.003500,,,,,,,,,,,,,,,,,"cudaFree",261
879.937200,0.003200,,,,,,,,,,,,,,,,,"cudaFree",262
879.940600,0.003900,,,,,,,,,,,,,,,,,"cudaFree",263
879.944600,0.003100,,,,,,,,,,,,,,,,,"cudaFree",264
879.947900,0.002600,,,,,,,,,,,,,,,,,"cudaFree",265
879.950700,0.460900,,,,,,,,,,,,,,,,,"cudaFree",266
880.453700,0.070900,,,,,,,,,,,,,,,,,"cuLibraryUnload",267
880.526300,0.028100,,,,,,,,,,,,,,,,,"cuLibraryUnload",268
880.555400,0.037200,,,,,,,,,,,,,,,,,"cuLibraryUnload",269
880.593800,0.020400,,,,,,,,,,,,,,,,,"cuLibraryUnload",270
880.615100,0.026900,,,,,,,,,,,,,,,,,"cuLibraryUnload",271
880.642700,0.024000,,,,,,,,,,,,,,,,,"cuLibraryUnload",272
880.674400,27.459600,,,,,,,,,,,,,,,,,"cuDevicePrimaryCtxRelease",273
