==4708== NVPROF is profiling process 4708, command: runnable.exe
==4708== Profiling application: runnable.exe
==4708== Profiling result:
"Type","Time(%)","Time","Calls","Avg","Min","Max","Name"
,%,us,,us,us,us,
"GPU activities",100.000000,4.256000,1,4.256000,4.256000,4.256000,"matrix_transpose_product_shared(float*, float*, float*, int, int, int, int)"
"API calls",98.742248,1130.500000,1,1130.500000,1130.500000,1130.500000,"cudaLaunchKernel"
"API calls",1.109267,12.700000,1,12.700000,12.700000,12.700000,"cudaDeviceSynchronize"
"API calls",0.148485,1.700000,1,1.700000,1.700000,1.700000,"cuDeviceGetCount"
