==19768== NVPROF is profiling process 19768, command: runnable.exe
==19768== Profiling application: runnable.exe
==19768== Profiling result:
"Type","Time(%)","Time","Calls","Avg","Min","Max","Name"
,%,us,,us,us,us,
"GPU activities",100.000000,4.448000,1,4.448000,4.448000,4.448000,"matrix_product_transpose_shared(float*, float*, float*, int, int, int, int)"
"API calls",98.567424,949.500000,1,949.500000,949.500000,949.500000,"cudaLaunchKernel"
"API calls",1.287242,12.400000,1,12.400000,12.400000,12.400000,"cudaDeviceSynchronize"
"API calls",0.145334,1.400000,1,1.400000,1.400000,1.400000,"cuDeviceGetCount"
