==3800== NVPROF is profiling process 3800, command: runnable.exe
==3800== Profiling application: runnable.exe
==3800== Profiling result:
"Type","Time(%)","Time","Calls","Avg","Min","Max","Name"
,%,us,,us,us,us,
"GPU activities",100.000000,1.792000,1,1.792000,1.792000,1.792000,"matrix_scalar_product(float*, float, int, int)"
"API calls",98.683457,1206.800000,1,1206.800000,1206.800000,1206.800000,"cudaLaunchKernel"
"API calls",1.152997,14.100000,1,14.100000,14.100000,14.100000,"cudaDeviceSynchronize"
"API calls",0.163546,2.000000,1,2.000000,2.000000,2.000000,"cuDeviceGetCount"
