==24992== NVPROF is profiling process 24992, command: runnable.exe
==24992== Profiling application: runnable.exe
==24992== Profiling result:
"Type","Time(%)","Time","Calls","Avg","Min","Max","Name"
,%,us,,us,us,us,
"GPU activities",100.000000,923.789000,96,9.622000,9.567000,9.952000,"convolution_base(float*, float*, float*, int, int, int, int)"
"API calls",98.910849,2106.900000,96,21.946000,11.100000,764.600000,"cudaLaunchKernel"
"API calls",1.023426,21.800000,1,21.800000,21.800000,21.800000,"cudaDeviceSynchronize"
"API calls",0.065725,1.400000,1,1.400000,1.400000,1.400000,"cuDeviceGetCount"
